"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0006909","GO:0006909","phagocytosis","4/39","28/612",0.0949810740646766,0.647539890076072,NA,"H9GZT5/A0A3Q2H908/A0A3Q2HVB6/H9GZV1",4
"GO:0005102","GO:0005102","signaling receptor binding","9/39","89/612",0.0965552478972873,0.653853994150086,NA,"F6R528/H9GZT5/A0A3Q2H908/Q28377/A0A3Q2HTG2/F6PH38/A0A5F5PPB8/F6URZ2/H9GZV1",9
"GO:0016485","GO:0016485","protein processing","3/39","18/612",0.100336192397364,0.670458398204904,NA,"F6PH38/A0A5F5PPB8/A0A3Q2HC10",3
"GO:0022409","GO:0022409","positive regulation of cell-cell adhesion","3/39","18/612",0.100336192397364,0.670458398204904,NA,"A0A3Q2HMJ3/F6PH38/A0A5F5PPB8",3
"GO:0004866","GO:0004866","endopeptidase inhibitor activity","4/39","29/612",0.105232146839341,0.680724887938634,NA,"A0A5F5PU06/F7DAF6/F6QX36/A0A3Q2HWQ6",4
"GO:0030414","GO:0030414","peptidase inhibitor activity","4/39","29/612",0.105232146839341,0.680724887938634,NA,"A0A5F5PU06/F7DAF6/F6QX36/A0A3Q2HWQ6",4
"GO:0061135","GO:0061135","endopeptidase regulator activity","4/39","29/612",0.105232146839341,0.680724887938634,NA,"A0A5F5PU06/F7DAF6/F6QX36/A0A3Q2HWQ6",4
"GO:0002698","GO:0002698","negative regulation of immune effector process","2/39","9/612",0.107269828723729,0.680724887938634,NA,"A0A3Q2HVB6/F6YWC0",2
"GO:0002819","GO:0002819","regulation of adaptive immune response","2/39","9/612",0.107269828723729,0.680724887938634,NA,"A0A3Q2HVB6/F6YWC0",2
"GO:0016614","GO:0016614","oxidoreductase activity, acting on CH-OH group of donors","2/39","9/612",0.107269828723729,0.680724887938634,NA,"A0A3Q2HCD2/F7D917",2
"GO:0016616","GO:0016616","oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor","2/39","9/612",0.107269828723729,0.680724887938634,NA,"A0A3Q2HCD2/F7D917",2
"GO:0018149","GO:0018149","peptide cross-linking","2/39","9/612",0.107269828723729,0.680724887938634,NA,"F6R528/Q28377",2
"GO:0045321","GO:0045321","leukocyte activation","5/39","41/612",0.110567008455916,0.697263197075121,NA,"H9GZT5/A0A3Q2HMJ3/A0A3Q2H908/Q28377/H9GZV1",5
"GO:0004867","GO:0004867","serine-type endopeptidase inhibitor activity","3/39","19/612",0.11403692281895,0.713160422926575,NA,"A0A5F5PU06/F7DAF6/F6QX36",3
"GO:0050878","GO:0050878","regulation of body fluid levels","5/39","42/612",0.119739742778192,0.713160422926575,NA,"A0A3Q2HCD2/A0A3Q2HTG2/F6PH38/A0A5F5PPB8/F6URZ2",5
"GO:0048583","GO:0048583","regulation of response to stimulus","14/39","163/612",0.123307097169006,0.713160422926575,NA,"F6R528/H9GZT5/A0A3Q2H908/F6Q698/Q28377/F6SP74/F7BTW7/F6PH38/A0A3Q2HWQ6/A0A5F5PPB8/A0A3Q2HVB6/A0A3Q2HB83/F6YWC0/H9GZV1",14
"GO:0030155","GO:0030155","regulation of cell adhesion","6/39","55/612",0.126511622073388,0.713160422926575,NA,"F6V881/A0A3Q2HMJ3/Q28377/F6PH38/A0A5F5PPB8/F6URZ2",6
"GO:0002683","GO:0002683","negative regulation of immune system process","3/39","20/612",0.128419903679147,0.713160422926575,NA,"F6R528/A0A3Q2HVB6/F6YWC0",3
"GO:0007229","GO:0007229","integrin-mediated signaling pathway","3/39","20/612",0.128419903679147,0.713160422926575,NA,"F6R528/Q28377/F6URZ2",3
"GO:0002703","GO:0002703","regulation of leukocyte mediated immunity","2/39","10/612",0.12882731607678,0.713160422926575,NA,"A0A3Q2HVB6/F6YWC0",2
"GO:0006022","GO:0006022","aminoglycan metabolic process","2/39","10/612",0.12882731607678,0.713160422926575,NA,"F7DAF6/F6QX36",2
"GO:0017157","GO:0017157","regulation of exocytosis","2/39","10/612",0.12882731607678,0.713160422926575,NA,"F6PH38/A0A5F5PPB8",2
"GO:0030203","GO:0030203","glycosaminoglycan metabolic process","2/39","10/612",0.12882731607678,0.713160422926575,NA,"F7DAF6/F6QX36",2
"GO:0051087","GO:0051087","chaperone binding","2/39","10/612",0.12882731607678,0.713160422926575,NA,"Q28377/F6PH38",2
"GO:0051592","GO:0051592","response to calcium ion","2/39","10/612",0.12882731607678,0.713160422926575,NA,"F6PH38/A0A5F5PPB8",2
"GO:1903510","GO:1903510","mucopolysaccharide metabolic process","2/39","10/612",0.12882731607678,0.713160422926575,NA,"F7DAF6/F6QX36",2
"GO:1901135","GO:1901135","carbohydrate derivative metabolic process","5/39","43/612",0.129273288256635,0.713160422926575,NA,"A0A3Q2HCD2/F7DAF6/F6QX36/F7D917/F7C708",5
"GO:0042060","GO:0042060","wound healing","6/39","56/612",0.135082154832219,0.713160422926575,NA,"F6R528/Q28377/A0A3Q2HTG2/F6PH38/A0A5F5PPB8/F6URZ2",6
"GO:0009605","GO:0009605","response to external stimulus","11/39","123/612",0.13679621991623,0.713160422926575,NA,"H9GZT5/A0A3Q2H908/F6SP74/F7BTW7/F6PH38/A0A3Q2HWQ6/A0A5F5PPB8/A0A3Q2HVB6/A0A3Q2I4T2/H9GZV1/A0A3Q2HXD5",11
"GO:0065003","GO:0065003","protein-containing complex assembly","8/39","83/612",0.143127345109367,0.713160422926575,NA,"A0A3Q2HMJ3/Q28377/A0A3Q2HTG2/F6SZJ2/F6PH38/A0A5F5PPB8/A0A3Q2KTL8/F6URZ2",8
"GO:0005976","GO:0005976","polysaccharide metabolic process","2/39","11/612",0.15130789997208,0.713160422926575,NA,"A0A3Q2I4T2/A0A3Q2HJD6",2
"GO:0010817","GO:0010817","regulation of hormone levels","2/39","11/612",0.15130789997208,0.713160422926575,NA,"F6PH38/A0A5F5PPB8",2
"GO:0035150","GO:0035150","regulation of tube size","2/39","11/612",0.15130789997208,0.713160422926575,NA,"F6PH38/A0A5F5PPB8",2
"GO:0035296","GO:0035296","regulation of tube diameter","2/39","11/612",0.15130789997208,0.713160422926575,NA,"F6PH38/A0A5F5PPB8",2
"GO:0042063","GO:0042063","gliogenesis","2/39","11/612",0.15130789997208,0.713160422926575,NA,"F6V881/A0A3Q2HXD5",2
"GO:0042730","GO:0042730","fibrinolysis","2/39","11/612",0.15130789997208,0.713160422926575,NA,"F6PH38/A0A5F5PPB8",2
"GO:0044270","GO:0044270","cellular nitrogen compound catabolic process","2/39","11/612",0.15130789997208,0.713160422926575,NA,"A0A3Q2HXD5/F7C708",2
"GO:0046700","GO:0046700","heterocycle catabolic process","2/39","11/612",0.15130789997208,0.713160422926575,NA,"A0A3Q2HXD5/F7C708",2
"GO:0051222","GO:0051222","positive regulation of protein transport","2/39","11/612",0.15130789997208,0.713160422926575,NA,"F6PH38/A0A5F5PPB8",2
"GO:0097746","GO:0097746","blood vessel diameter maintenance","2/39","11/612",0.15130789997208,0.713160422926575,NA,"F6PH38/A0A5F5PPB8",2
"GO:1903522","GO:1903522","regulation of blood circulation","2/39","11/612",0.15130789997208,0.713160422926575,NA,"F6PH38/A0A5F5PPB8",2
"GO:2001234","GO:2001234","negative regulation of apoptotic signaling pathway","2/39","11/612",0.15130789997208,0.713160422926575,NA,"F6PH38/A0A5F5PPB8",2
"GO:0009611","GO:0009611","response to wounding","6/39","58/612",0.153060826475201,0.713160422926575,NA,"F6R528/Q28377/A0A3Q2HTG2/F6PH38/A0A5F5PPB8/F6URZ2",6
"GO:0002764","GO:0002764","immune response-regulating signaling pathway","3/39","22/612",0.159007851115402,0.713160422926575,NA,"H9GZT5/A0A3Q2H908/H9GZV1",3
"GO:0046649","GO:0046649","lymphocyte activation","4/39","34/612",0.163502013268641,0.713160422926575,NA,"H9GZT5/A0A3Q2HMJ3/A0A3Q2H908/H9GZV1",4
"GO:0019439","GO:0019439","aromatic compound catabolic process","2/39","12/612",0.174514146642037,0.713160422926575,NA,"A0A3Q2HXD5/F7C708",2
"GO:0034113","GO:0034113","heterotypic cell-cell adhesion","2/39","12/612",0.174514146642037,0.713160422926575,NA,"F6PH38/A0A5F5PPB8",2
"GO:0034660","GO:0034660","ncRNA metabolic process","2/39","12/612",0.174514146642037,0.713160422926575,NA,"A0A3Q2KTL8/A0A3Q2GTR9",2
"GO:0099503","GO:0099503","secretory vesicle","3/39","23/612",0.175098779880597,0.713160422926575,NA,"F6SP74/F6PH38/A0A5F5PPB8",3
"GO:0001523","GO:0001523","retinoid metabolic process","1/39","3/612",0.179527004383895,0.713160422926575,NA,"A0A3Q2HCD2",1
"GO:0002088","GO:0002088","lens development in camera-type eye","1/39","3/612",0.179527004383895,0.713160422926575,NA,"A0A3Q2HXD5",1
"GO:0002396","GO:0002396","MHC protein complex assembly","1/39","3/612",0.179527004383895,0.713160422926575,NA,"A0A3Q2HMJ3",1
"GO:0002478","GO:0002478","antigen processing and presentation of exogenous peptide antigen","1/39","3/612",0.179527004383895,0.713160422926575,NA,"A0A3Q2HMJ3",1
"GO:0002495","GO:0002495","antigen processing and presentation of peptide antigen via MHC class II","1/39","3/612",0.179527004383895,0.713160422926575,NA,"A0A3Q2HMJ3",1
"GO:0002501","GO:0002501","peptide antigen assembly with MHC protein complex","1/39","3/612",0.179527004383895,0.713160422926575,NA,"A0A3Q2HMJ3",1
"GO:0002504","GO:0002504","antigen processing and presentation of peptide or polysaccharide antigen via MHC class II","1/39","3/612",0.179527004383895,0.713160422926575,NA,"A0A3Q2HMJ3",1
"GO:0003777","GO:0003777","microtubule motor activity","1/39","3/612",0.179527004383895,0.713160422926575,NA,"A0A3Q2HE28",1
"GO:0004601","GO:0004601","peroxidase activity","1/39","3/612",0.179527004383895,0.713160422926575,NA,"A0A3Q2LQ80",1
"GO:0005212","GO:0005212","structural constituent of eye lens","1/39","3/612",0.179527004383895,0.713160422926575,NA,"A0A3Q2HXD5",1
"GO:0006401","GO:0006401","RNA catabolic process","1/39","3/612",0.179527004383895,0.713160422926575,NA,"A0A3Q2HXD5",1
"GO:0006402","GO:0006402","mRNA catabolic process","1/39","3/612",0.179527004383895,0.713160422926575,NA,"A0A3Q2HXD5",1
"GO:0006720","GO:0006720","isoprenoid metabolic process","1/39","3/612",0.179527004383895,0.713160422926575,NA,"A0A3Q2HCD2",1
"GO:0006721","GO:0006721","terpenoid metabolic process","1/39","3/612",0.179527004383895,0.713160422926575,NA,"A0A3Q2HCD2",1
"GO:0006740","GO:0006740","NADPH regeneration","1/39","3/612",0.179527004383895,0.713160422926575,NA,"F7D917",1
"GO:0008184","GO:0008184","glycogen phosphorylase activity","1/39","3/612",0.179527004383895,0.713160422926575,NA,"A0A3Q2I4T2",1
"GO:0008194","GO:0008194","UDP-glycosyltransferase activity","1/39","3/612",0.179527004383895,0.713160422926575,NA,"F6YF28",1
"GO:0009125","GO:0009125","nucleoside monophosphate catabolic process","1/39","3/612",0.179527004383895,0.713160422926575,NA,"F7C708",1
"GO:0009162","GO:0009162","deoxyribonucleoside monophosphate metabolic process","1/39","3/612",0.179527004383895,0.713160422926575,NA,"F7C708",1
"GO:0009262","GO:0009262","deoxyribonucleotide metabolic process","1/39","3/612",0.179527004383895,0.713160422926575,NA,"F7C708",1
"GO:0009394","GO:0009394","2'-deoxyribonucleotide metabolic process","1/39","3/612",0.179527004383895,0.713160422926575,NA,"F7C708",1
"GO:0010714","GO:0010714","positive regulation of collagen metabolic process","1/39","3/612",0.179527004383895,0.713160422926575,NA,"A0A3Q2HXD5",1
"GO:0016072","GO:0016072","rRNA metabolic process","1/39","3/612",0.179527004383895,0.713160422926575,NA,"A0A3Q2GTR9",1
"GO:0016101","GO:0016101","diterpenoid metabolic process","1/39","3/612",0.179527004383895,0.713160422926575,NA,"A0A3Q2HCD2",1
"GO:0016363","GO:0016363","nuclear matrix","1/39","3/612",0.179527004383895,0.713160422926575,NA,"A0A3Q2HXD5",1
"GO:0016684","GO:0016684","oxidoreductase activity, acting on peroxide as acceptor","1/39","3/612",0.179527004383895,0.713160422926575,NA,"A0A3Q2LQ80",1
"GO:0019210","GO:0019210","kinase inhibitor activity","1/39","3/612",0.179527004383895,0.713160422926575,NA,"A0A3Q2KTL8",1
"GO:0019692","GO:0019692","deoxyribose phosphate metabolic process","1/39","3/612",0.179527004383895,0.713160422926575,NA,"F7C708",1
"GO:0019843","GO:0019843","rRNA binding","1/39","3/612",0.179527004383895,0.713160422926575,NA,"A0A3Q2GTR9",1
"GO:0019886","GO:0019886","antigen processing and presentation of exogenous peptide antigen via MHC class II","1/39","3/612",0.179527004383895,0.713160422926575,NA,"A0A3Q2HMJ3",1
"GO:0021782","GO:0021782","glial cell development","1/39","3/612",0.179527004383895,0.713160422926575,NA,"A0A3Q2HXD5",1
"GO:0022412","GO:0022412","cellular process involved in reproduction in multicellular organism","1/39","3/612",0.179527004383895,0.713160422926575,NA,"A0A3Q2LQ80",1
"GO:0030104","GO:0030104","water homeostasis","1/39","3/612",0.179527004383895,0.713160422926575,NA,"A0A3Q2HCD2",1
"GO:0030286","GO:0030286","dynein complex","1/39","3/612",0.179527004383895,0.713160422926575,NA,"A0A3Q2HE28",1
"GO:0032495","GO:0032495","response to muramyl dipeptide","1/39","3/612",0.179527004383895,0.713160422926575,NA,"A0A3Q2HXD5",1
"GO:0032967","GO:0032967","positive regulation of collagen biosynthetic process","1/39","3/612",0.179527004383895,0.713160422926575,NA,"A0A3Q2HXD5",1
"GO:0034399","GO:0034399","nuclear periphery","1/39","3/612",0.179527004383895,0.713160422926575,NA,"A0A3Q2HXD5",1
"GO:0042059","GO:0042059","negative regulation of epidermal growth factor receptor signaling pathway","1/39","3/612",0.179527004383895,0.713160422926575,NA,"F6Q698",1
"GO:0042278","GO:0042278","purine nucleoside metabolic process","1/39","3/612",0.179527004383895,0.713160422926575,NA,"F7C708",1
"GO:0042393","GO:0042393","histone binding","1/39","3/612",0.179527004383895,0.713160422926575,NA,"F6RRN3",1
"GO:0043487","GO:0043487","regulation of RNA stability","1/39","3/612",0.179527004383895,0.713160422926575,NA,"A0A3Q2HXD5",1
"GO:0043488","GO:0043488","regulation of mRNA stability","1/39","3/612",0.179527004383895,0.713160422926575,NA,"A0A3Q2HXD5",1
"GO:0048864","GO:0048864","stem cell development","1/39","3/612",0.179527004383895,0.713160422926575,NA,"Q28377",1
"GO:0050891","GO:0050891","multicellular organismal water homeostasis","1/39","3/612",0.179527004383895,0.713160422926575,NA,"A0A3Q2HCD2",1
"GO:0051156","GO:0051156","glucose 6-phosphate metabolic process","1/39","3/612",0.179527004383895,0.713160422926575,NA,"F7D917",1
"GO:0051959","GO:0051959","dynein light intermediate chain binding","1/39","3/612",0.179527004383895,0.713160422926575,NA,"A0A3Q2HE28",1
"GO:0061013","GO:0061013","regulation of mRNA catabolic process","1/39","3/612",0.179527004383895,0.713160422926575,NA,"A0A3Q2HXD5",1
"GO:0061099","GO:0061099","negative regulation of protein tyrosine kinase activity","1/39","3/612",0.179527004383895,0.713160422926575,NA,"F6Q698",1
"GO:0070265","GO:0070265","necrotic cell death","1/39","3/612",0.179527004383895,0.713160422926575,NA,"A0A3Q2I4T2",1
"GO:0070266","GO:0070266","necroptotic process","1/39","3/612",0.179527004383895,0.713160422926575,NA,"A0A3Q2I4T2",1
"GO:0071635","GO:0071635","negative regulation of transforming growth factor beta production","1/39","3/612",0.179527004383895,0.713160422926575,NA,"Q28377",1
"GO:0072523","GO:0072523","purine-containing compound catabolic process","1/39","3/612",0.179527004383895,0.713160422926575,NA,"F7C708",1
"GO:0097300","GO:0097300","programmed necrotic cell death","1/39","3/612",0.179527004383895,0.713160422926575,NA,"A0A3Q2I4T2",1
"GO:0102250","GO:0102250","linear malto-oligosaccharide phosphorylase activity","1/39","3/612",0.179527004383895,0.713160422926575,NA,"A0A3Q2I4T2",1
"GO:0102499","GO:0102499","SHG alpha-glucan phosphorylase activity","1/39","3/612",0.179527004383895,0.713160422926575,NA,"A0A3Q2I4T2",1
"GO:0140030","GO:0140030","modification-dependent protein binding","1/39","3/612",0.179527004383895,0.713160422926575,NA,"F6RRN3",1
"GO:1901185","GO:1901185","negative regulation of ERBB signaling pathway","1/39","3/612",0.179527004383895,0.713160422926575,NA,"F6Q698",1
"GO:2000242","GO:2000242","negative regulation of reproductive process","1/39","3/612",0.179527004383895,0.713160422926575,NA,"A0A3Q2LQ80",1
"GO:0098552","GO:0098552","side of membrane","5/39","48/612",0.181930043487113,0.719872211288222,NA,"H9GZT5/A0A3Q2H908/F6PH38/A0A5F5PPB8/H9GZV1",5
"GO:0070372","GO:0070372","regulation of ERK1 and ERK2 cascade","3/39","24/612",0.191645026381083,0.754341659490592,NA,"Q28377/F6PH38/A0A5F5PPB8",3
"GO:0009986","GO:0009986","cell surface","6/39","62/612",0.192136577293441,0.754341659490592,NA,"H9GZT5/A0A3Q2H908/F6PH38/A0A5F5PPB8/H9GZV1/A0A3Q2HC10",6
"GO:0005783","GO:0005783","endoplasmic reticulum","5/39","49/612",0.193362057944499,0.756210528937981,NA,"A0A3Q2LQ80/A0A3Q2LAH2/F6SZJ2/F6PH38/A0A3Q2GTR9",5
"GO:0034446","GO:0034446","substrate adhesion-dependent cell spreading","2/39","13/612",0.198268904596921,0.757793645645997,NA,"Q28377/F6URZ2",2
"GO:0097191","GO:0097191","extrinsic apoptotic signaling pathway","2/39","13/612",0.198268904596921,0.757793645645997,NA,"F6PH38/A0A5F5PPB8",2
"GO:2001236","GO:2001236","regulation of extrinsic apoptotic signaling pathway","2/39","13/612",0.198268904596921,0.757793645645997,NA,"F6PH38/A0A5F5PPB8",2
"GO:0032940","GO:0032940","secretion by cell","3/39","25/612",0.20859034747249,0.757793645645997,NA,"F6PH38/A0A5F5PPB8/A0A3Q2GTR9",3
"GO:0070371","GO:0070371","ERK1 and ERK2 cascade","3/39","25/612",0.20859034747249,0.757793645645997,NA,"Q28377/F6PH38/A0A5F5PPB8",3
"GO:0007596","GO:0007596","blood coagulation","4/39","38/612",0.217086867699561,0.757793645645997,NA,"A0A3Q2HTG2/F6PH38/A0A5F5PPB8/F6URZ2",4
"GO:0007599","GO:0007599","hemostasis","4/39","38/612",0.217086867699561,0.757793645645997,NA,"A0A3Q2HTG2/F6PH38/A0A5F5PPB8/F6URZ2",4
"GO:0003018","GO:0003018","vascular process in circulatory system","2/39","14/612",0.222413626580558,0.757793645645997,NA,"F6PH38/A0A5F5PPB8",2
"GO:0006469","GO:0006469","negative regulation of protein kinase activity","2/39","14/612",0.222413626580558,0.757793645645997,NA,"F6Q698/A0A3Q2KTL8",2
"GO:0010975","GO:0010975","regulation of neuron projection development","2/39","14/612",0.222413626580558,0.757793645645997,NA,"Q28377/A0A3Q2HXD5",2
"GO:0030195","GO:0030195","negative regulation of blood coagulation","2/39","14/612",0.222413626580558,0.757793645645997,NA,"F6PH38/A0A5F5PPB8",2
"GO:0033673","GO:0033673","negative regulation of kinase activity","2/39","14/612",0.222413626580558,0.757793645645997,NA,"F6Q698/A0A3Q2KTL8",2
"GO:0051348","GO:0051348","negative regulation of transferase activity","2/39","14/612",0.222413626580558,0.757793645645997,NA,"F6Q698/A0A3Q2KTL8",2
"GO:0061045","GO:0061045","negative regulation of wound healing","2/39","14/612",0.222413626580558,0.757793645645997,NA,"F6PH38/A0A5F5PPB8",2
"GO:0070374","GO:0070374","positive regulation of ERK1 and ERK2 cascade","2/39","14/612",0.222413626580558,0.757793645645997,NA,"F6PH38/A0A5F5PPB8",2
"GO:1901361","GO:1901361","organic cyclic compound catabolic process","2/39","14/612",0.222413626580558,0.757793645645997,NA,"A0A3Q2HXD5/F7C708",2
"GO:1903035","GO:1903035","negative regulation of response to wounding","2/39","14/612",0.222413626580558,0.757793645645997,NA,"F6PH38/A0A5F5PPB8",2
"GO:1903530","GO:1903530","regulation of secretion by cell","2/39","14/612",0.222413626580558,0.757793645645997,NA,"F6PH38/A0A5F5PPB8",2
"GO:1904951","GO:1904951","positive regulation of establishment of protein localization","2/39","14/612",0.222413626580558,0.757793645645997,NA,"F6PH38/A0A5F5PPB8",2
"GO:0050817","GO:0050817","coagulation","4/39","39/612",0.23122905970362,0.757793645645997,NA,"A0A3Q2HTG2/F6PH38/A0A5F5PPB8/F6URZ2",4
"GO:0003712","GO:0003712","transcription coregulator activity","1/39","4/612",0.232069610014483,0.757793645645997,NA,"F6RRN3",1
"GO:0003713","GO:0003713","transcription coactivator activity","1/39","4/612",0.232069610014483,0.757793645645997,NA,"F6RRN3",1
"GO:0004645","GO:0004645","1,4-alpha-oligoglucan phosphorylase activity","1/39","4/612",0.232069610014483,0.757793645645997,NA,"A0A3Q2I4T2",1
"GO:0005777","GO:0005777","peroxisome","1/39","4/612",0.232069610014483,0.757793645645997,NA,"A0A3Q2HXD5",1
"GO:0005793","GO:0005793","endoplasmic reticulum-Golgi intermediate compartment","1/39","4/612",0.232069610014483,0.757793645645997,NA,"Q28377",1
"GO:0005901","GO:0005901","caveola","1/39","4/612",0.232069610014483,0.757793645645997,NA,"A0A3Q2GTR9",1
"GO:0006144","GO:0006144","purine nucleobase metabolic process","1/39","4/612",0.232069610014483,0.757793645645997,NA,"F7C708",1
"GO:0006352","GO:0006352","DNA-templated transcription, initiation","1/39","4/612",0.232069610014483,0.757793645645997,NA,"A0A3Q2GTR9",1
"GO:0006739","GO:0006739","NADP metabolic process","1/39","4/612",0.232069610014483,0.757793645645997,NA,"F7D917",1
"GO:0009166","GO:0009166","nucleotide catabolic process","1/39","4/612",0.232069610014483,0.757793645645997,NA,"F7C708",1
"GO:0010977","GO:0010977","negative regulation of neuron projection development","1/39","4/612",0.232069610014483,0.757793645645997,NA,"A0A3Q2HXD5",1
"GO:0015103","GO:0015103","inorganic anion transmembrane transporter activity","1/39","4/612",0.232069610014483,0.757793645645997,NA,"A0A3Q2HLR9",1
"GO:0019730","GO:0019730","antimicrobial humoral response","1/39","4/612",0.232069610014483,0.757793645645997,NA,"F6PH38",1
"GO:0019884","GO:0019884","antigen processing and presentation of exogenous antigen","1/39","4/612",0.232069610014483,0.757793645645997,NA,"A0A3Q2HMJ3",1
"GO:0030170","GO:0030170","pyridoxal phosphate binding","1/39","4/612",0.232069610014483,0.757793645645997,NA,"A0A3Q2I4T2",1
"GO:0031953","GO:0031953","negative regulation of protein autophosphorylation","1/39","4/612",0.232069610014483,0.757793645645997,NA,"F6Q698",1
"GO:0032965","GO:0032965","regulation of collagen biosynthetic process","1/39","4/612",0.232069610014483,0.757793645645997,NA,"A0A3Q2HXD5",1
"GO:0033631","GO:0033631","cell-cell adhesion mediated by integrin","1/39","4/612",0.232069610014483,0.757793645645997,NA,"F6URZ2",1
"GO:0042579","GO:0042579","microbody","1/39","4/612",0.232069610014483,0.757793645645997,NA,"A0A3Q2HXD5",1
"GO:0046037","GO:0046037","GMP metabolic process","1/39","4/612",0.232069610014483,0.757793645645997,NA,"F7C708",1
"GO:0048675","GO:0048675","axon extension","1/39","4/612",0.232069610014483,0.757793645645997,NA,"Q28377",1
"GO:0048708","GO:0048708","astrocyte differentiation","1/39","4/612",0.232069610014483,0.757793645645997,NA,"A0A3Q2HXD5",1
"GO:0050661","GO:0050661","NADP binding","1/39","4/612",0.232069610014483,0.757793645645997,NA,"F7D917",1
"GO:0050770","GO:0050770","regulation of axonogenesis","1/39","4/612",0.232069610014483,0.757793645645997,NA,"Q28377",1
"GO:0055038","GO:0055038","recycling endosome membrane","1/39","4/612",0.232069610014483,0.757793645645997,NA,"F6SZJ2",1
"GO:0060395","GO:0060395","SMAD protein signal transduction","1/39","4/612",0.232069610014483,0.757793645645997,NA,"A0A3Q2HXD5",1
"GO:0070279","GO:0070279","vitamin B6 binding","1/39","4/612",0.232069610014483,0.757793645645997,NA,"A0A3Q2I4T2",1
"GO:0071695","GO:0071695","anatomical structure maturation","1/39","4/612",0.232069610014483,0.757793645645997,NA,"A0A3Q2HCD2",1
"GO:0097110","GO:0097110","scaffold protein binding","1/39","4/612",0.232069610014483,0.757793645645997,NA,"A0A3Q2HXD5",1
"GO:1901292","GO:1901292","nucleoside phosphate catabolic process","1/39","4/612",0.232069610014483,0.757793645645997,NA,"F7C708",1
"GO:2000241","GO:2000241","regulation of reproductive process","1/39","4/612",0.232069610014483,0.757793645645997,NA,"A0A3Q2LQ80",1
"GO:0005539","GO:0005539","glycosaminoglycan binding","3/39","27/612",0.243458913856441,0.781984180491178,NA,"Q28377/F7DAF6/F6QX36",3
"GO:0051258","GO:0051258","protein polymerization","3/39","27/612",0.243458913856441,0.781984180491178,NA,"A0A3Q2HTG2/F6PH38/A0A5F5PPB8",3
"GO:0002020","GO:0002020","protease binding","2/39","15/612",0.246806814959703,0.781984180491178,NA,"F6R528/Q28377",2
"GO:0002064","GO:0002064","epithelial cell development","2/39","15/612",0.246806814959703,0.781984180491178,NA,"A0A3Q2HCD2/A0A3Q2HXD5",2
"GO:0010038","GO:0010038","response to metal ion","2/39","15/612",0.246806814959703,0.781984180491178,NA,"F6PH38/A0A5F5PPB8",2
"GO:0050819","GO:0050819","negative regulation of coagulation","2/39","15/612",0.246806814959703,0.781984180491178,NA,"F6PH38/A0A5F5PPB8",2
"GO:0051223","GO:0051223","regulation of protein transport","2/39","15/612",0.246806814959703,0.781984180491178,NA,"F6PH38/A0A5F5PPB8",2
"GO:1900047","GO:1900047","negative regulation of hemostasis","2/39","15/612",0.246806814959703,0.781984180491178,NA,"F6PH38/A0A5F5PPB8",2
"GO:0043933","GO:0043933","protein-containing complex organization","8/39","96/612",0.25580063190839,0.781984180491178,NA,"A0A3Q2HMJ3/Q28377/A0A3Q2HTG2/F6SZJ2/F6PH38/A0A5F5PPB8/A0A3Q2KTL8/F6URZ2",8
"GO:0005178","GO:0005178","integrin binding","3/39","28/612",0.261276254631453,0.781984180491178,NA,"F6R528/Q28377/F6URZ2",3
"GO:0140352","GO:0140352","export from cell","3/39","28/612",0.261276254631453,0.781984180491178,NA,"F6PH38/A0A5F5PPB8/A0A3Q2GTR9",3
"GO:0016192","GO:0016192","vesicle-mediated transport","7/39","83/612",0.268046126332216,0.781984180491178,NA,"H9GZT5/A0A3Q2H908/F6SZJ2/F6PH38/A0A5F5PPB8/A0A3Q2HVB6/H9GZV1",7
"GO:0002697","GO:0002697","regulation of immune effector process","2/39","16/612",0.271322582174925,0.781984180491178,NA,"A0A3Q2HVB6/F6YWC0",2
"GO:0006887","GO:0006887","exocytosis","2/39","16/612",0.271322582174925,0.781984180491178,NA,"F6PH38/A0A5F5PPB8",2
"GO:0015980","GO:0015980","energy derivation by oxidation of organic compounds","2/39","16/612",0.271322582174925,0.781984180491178,NA,"A0A3Q2I4T2/A0A3Q2HJD6",2
"GO:0030139","GO:0030139","endocytic vesicle","2/39","16/612",0.271322582174925,0.781984180491178,NA,"F6SZJ2/A0A3Q2HXD5",2
"GO:0051046","GO:0051046","regulation of secretion","2/39","16/612",0.271322582174925,0.781984180491178,NA,"F6PH38/A0A5F5PPB8",2
"GO:0006091","GO:0006091","generation of precursor metabolites and energy","3/39","29/612",0.279281343992082,0.781984180491178,NA,"F7D917/A0A3Q2I4T2/A0A3Q2HJD6",3
"GO:0046903","GO:0046903","secretion","3/39","29/612",0.279281343992082,0.781984180491178,NA,"F6PH38/A0A5F5PPB8/A0A3Q2GTR9",3
"GO:0003725","GO:0003725","double-stranded RNA binding","1/39","5/612",0.281328302793159,0.781984180491178,NA,"A0A3Q2HXD5",1
"GO:0004812","GO:0004812","aminoacyl-tRNA ligase activity","1/39","5/612",0.281328302793159,0.781984180491178,NA,"A0A3Q2KTL8",1
"GO:0006418","GO:0006418","tRNA aminoacylation for protein translation","1/39","5/612",0.281328302793159,0.781984180491178,NA,"A0A3Q2KTL8",1
