"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0032502","GO:0032502","developmental process","21/52","67/216",0.067815896888486,0.647975416743845,NA,"F7C1Y3/F7BH02/A0A5F5PYS7/F6Z2L5/F6V881/Q2Z1P9/A0A3Q2I3K2/F6VBP9/P60708/F7BKE1/A0A5F5PZX4/F6X200/A0A3Q2LQH7/Q6WEB5/F6WDW3/A0A3Q2LG05/A0A3Q2HE26/F6SHJ8/F6ZIA3/F6Z8V2/P49066",21
"GO:0046983","GO:0046983","protein dimerization activity","7/52","17/216",0.0819145601193789,0.647975416743845,NA,"F7BH02/A0A5F5PYS7/Q2Z1P9/F6WFI8/F6VFV9/F6VBP9/F6RM73",7
"GO:0051603","GO:0051603","proteolysis involved in cellular protein catabolic process","7/52","17/216",0.0819145601193789,0.647975416743845,NA,"A0A5F5Q2W2/F7ANR3/Q8MKD1/F6VBP9/F6Z688/F7BRA4/F6Z8V2",7
"GO:0030154","GO:0030154","cell differentiation","13/52","38/216",0.0832700887594363,0.647975416743845,NA,"F7BH02/F6Z2L5/F6V881/Q2Z1P9/A0A3Q2I3K2/F6VBP9/P60708/F7BKE1/F6WDW3/A0A3Q2HE26/F6SHJ8/F6ZIA3/F6Z8V2",13
"GO:0048869","GO:0048869","cellular developmental process","13/52","38/216",0.0832700887594363,0.647975416743845,NA,"F7BH02/F6Z2L5/F6V881/Q2Z1P9/A0A3Q2I3K2/F6VBP9/P60708/F7BKE1/F6WDW3/A0A3Q2HE26/F6SHJ8/F6ZIA3/F6Z8V2",13
"GO:0048468","GO:0048468","cell development","9/52","24/216",0.0875278438546654,0.647975416743845,NA,"F7BH02/F6Z2L5/Q2Z1P9/F6VBP9/P60708/F7BKE1/A0A3Q2HE26/F6SHJ8/F6ZIA3",9
"GO:1901565","GO:1901565","organonitrogen compound catabolic process","9/52","24/216",0.0875278438546654,0.647975416743845,NA,"F7BH02/A0A5F5Q2W2/F7ANR3/Q8MKD1/F6VBP9/F6Z688/F7BRA4/A0A3Q2LG05/F6Z8V2",9
"GO:0032994","GO:0032994","protein-lipid complex","6/52","14/216",0.0888740947710093,0.647975416743845,NA,"F6Z2L5/F6VBP9/F6RM73/P0DN28/A0A5F5PQA2/F7A1W7",6
"GO:0034358","GO:0034358","plasma lipoprotein particle","6/52","14/216",0.0888740947710093,0.647975416743845,NA,"F6Z2L5/F6VBP9/F6RM73/P0DN28/A0A5F5PQA2/F7A1W7",6
"GO:0043168","GO:0043168","anion binding","6/52","14/216",0.0888740947710093,0.647975416743845,NA,"Q9GKX7/P60708/F6R810/F7B435/F6Q666/P49066",6
"GO:0044255","GO:0044255","cellular lipid metabolic process","6/52","14/216",0.0888740947710093,0.647975416743845,NA,"F6Z2L5/F6VBP9/F6RM73/P0DN28/A0A3Q2LG05/F7A1W7",6
"GO:1990777","GO:1990777","lipoprotein particle","6/52","14/216",0.0888740947710093,0.647975416743845,NA,"F6Z2L5/F6VBP9/F6RM73/P0DN28/A0A5F5PQA2/F7A1W7",6
"GO:0005200","GO:0005200","structural constituent of cytoskeleton","3/52","5/216",0.0915538009131916,0.647975416743845,NA,"P60708/F6R810/F6Q666",3
"GO:0010872","GO:0010872","regulation of cholesterol esterification","3/52","5/216",0.0915538009131916,0.647975416743845,NA,"F6Z2L5/F6VBP9/F6RM73",3
"GO:0010873","GO:0010873","positive regulation of cholesterol esterification","3/52","5/216",0.0915538009131916,0.647975416743845,NA,"F6Z2L5/F6VBP9/F6RM73",3
"GO:0015248","GO:0015248","sterol transporter activity","3/52","5/216",0.0915538009131916,0.647975416743845,NA,"F6Z2L5/F6VBP9/F6RM73",3
"GO:0015918","GO:0015918","sterol transport","3/52","5/216",0.0915538009131916,0.647975416743845,NA,"F6Z2L5/F6VBP9/F6RM73",3
"GO:0030301","GO:0030301","cholesterol transport","3/52","5/216",0.0915538009131916,0.647975416743845,NA,"F6Z2L5/F6VBP9/F6RM73",3
"GO:0034433","GO:0034433","steroid esterification","3/52","5/216",0.0915538009131916,0.647975416743845,NA,"F6Z2L5/F6VBP9/F6RM73",3
"GO:0034434","GO:0034434","sterol esterification","3/52","5/216",0.0915538009131916,0.647975416743845,NA,"F6Z2L5/F6VBP9/F6RM73",3
"GO:0034435","GO:0034435","cholesterol esterification","3/52","5/216",0.0915538009131916,0.647975416743845,NA,"F6Z2L5/F6VBP9/F6RM73",3
"GO:0043005","GO:0043005","neuron projection","3/52","5/216",0.0915538009131916,0.647975416743845,NA,"F7BH02/P60708/A0A3Q2LQH7",3
"GO:0043691","GO:0043691","reverse cholesterol transport","3/52","5/216",0.0915538009131916,0.647975416743845,NA,"F6Z2L5/F6VBP9/F6RM73",3
"GO:0046461","GO:0046461","neutral lipid catabolic process","3/52","5/216",0.0915538009131916,0.647975416743845,NA,"F6Z2L5/F6RM73/P0DN28",3
"GO:0046464","GO:0046464","acylglycerol catabolic process","3/52","5/216",0.0915538009131916,0.647975416743845,NA,"F6Z2L5/F6RM73/P0DN28",3
"GO:0050728","GO:0050728","negative regulation of inflammatory response","3/52","5/216",0.0915538009131916,0.647975416743845,NA,"A0A5F5PYS7/F6Z2L5/F6VBP9",3
"GO:0051004","GO:0051004","regulation of lipoprotein lipase activity","3/52","5/216",0.0915538009131916,0.647975416743845,NA,"F6Z2L5/P0DN28/F7A1W7",3
"GO:0065005","GO:0065005","protein-lipid complex assembly","3/52","5/216",0.0915538009131916,0.647975416743845,NA,"F6Z2L5/F6VBP9/F6RM73",3
"GO:0120013","GO:0120013","lipid transfer activity","3/52","5/216",0.0915538009131916,0.647975416743845,NA,"F6Z2L5/F6VBP9/F6RM73",3
"GO:0120015","GO:0120015","sterol transfer activity","3/52","5/216",0.0915538009131916,0.647975416743845,NA,"F6Z2L5/F6VBP9/F6RM73",3
"GO:0120020","GO:0120020","cholesterol transfer activity","3/52","5/216",0.0915538009131916,0.647975416743845,NA,"F6Z2L5/F6VBP9/F6RM73",3
"GO:1905954","GO:1905954","positive regulation of lipid localization","3/52","5/216",0.0915538009131916,0.647975416743845,NA,"F6Z2L5/F6VBP9/A0A5F5PQA2",3
"GO:0000502","GO:0000502","proteasome complex","5/52","11/216",0.0946810983787448,0.647975416743845,NA,"A0A5F5Q2W2/F7ANR3/F6Z688/F7BRA4/F6Z8V2",5
"GO:0005839","GO:0005839","proteasome core complex","5/52","11/216",0.0946810983787448,0.647975416743845,NA,"A0A5F5Q2W2/F7ANR3/F6Z688/F7BRA4/F6Z8V2",5
"GO:0008092","GO:0008092","cytoskeletal protein binding","5/52","11/216",0.0946810983787448,0.647975416743845,NA,"F7BH02/F6ULM3/Q2Z1P9/F6VBP9/F6SHJ8",5
"GO:0019216","GO:0019216","regulation of lipid metabolic process","5/52","11/216",0.0946810983787448,0.647975416743845,NA,"F6Z2L5/F6VBP9/F6RM73/P0DN28/F7A1W7",5
"GO:0042995","GO:0042995","cell projection","5/52","11/216",0.0946810983787448,0.647975416743845,NA,"F7BH02/A0A3Q2I3W5/P60708/A0A3Q2LQH7/A0A3Q2HE26",5
"GO:0046486","GO:0046486","glycerolipid metabolic process","5/52","11/216",0.0946810983787448,0.647975416743845,NA,"F6Z2L5/F6VBP9/F6RM73/P0DN28/A0A3Q2LG05",5
"GO:0120025","GO:0120025","plasma membrane bounded cell projection","5/52","11/216",0.0946810983787448,0.647975416743845,NA,"F7BH02/A0A3Q2I3W5/P60708/A0A3Q2LQH7/A0A3Q2HE26",5
"GO:0006644","GO:0006644","phospholipid metabolic process","4/52","8/216",0.0973618671146213,0.647975416743845,NA,"F6Z2L5/F6RM73/A0A3Q2LG05/F7A1W7",4
"GO:0008047","GO:0008047","enzyme activator activity","4/52","8/216",0.0973618671146213,0.647975416743845,NA,"F6Z2L5/F6VBP9/F6RM73/F7A1W7",4
"GO:0044242","GO:0044242","cellular lipid catabolic process","4/52","8/216",0.0973618671146213,0.647975416743845,NA,"F6Z2L5/F6RM73/P0DN28/F7A1W7",4
"GO:0050673","GO:0050673","epithelial cell proliferation","4/52","8/216",0.0973618671146213,0.647975416743845,NA,"F6Z2L5/F6VBP9/F7BKE1/F6SHJ8",4
"GO:1905952","GO:1905952","regulation of lipid localization","4/52","8/216",0.0973618671146213,0.647975416743845,NA,"F6Z2L5/F6VBP9/F6RM73/A0A5F5PQA2",4
"GO:0042592","GO:0042592","homeostatic process","8/52","21/216",0.09784099649153,0.647975416743845,NA,"A0A5F5PYS7/F6Z2L5/Q2Z1P9/F6VBP9/F6RM73/P0DN28/A0A5F5PQA2/F6Q8R0",8
"GO:1901360","GO:1901360","organic cyclic compound metabolic process","10/52","28/216",0.0982864706638813,0.647975416743845,NA,"F7BH02/F6ULM3/F6Z2L5/Q2Z1P9/F6VFV9/F6VBP9/F6RM73/F7B435/F7BRA4/P49066",10
"GO:0048856","GO:0048856","anatomical structure development","20/52","66/216",0.107045788576307,0.647975416743845,NA,"F7C1Y3/F7BH02/A0A5F5PYS7/F6Z2L5/F6V881/Q2Z1P9/A0A3Q2I3K2/F6VBP9/P60708/F7BKE1/A0A5F5PZX4/F6X200/A0A3Q2LQH7/Q6WEB5/F6WDW3/A0A3Q2LG05/A0A3Q2HE26/F6SHJ8/F6ZIA3/P49066",20
"GO:0033036","GO:0033036","macromolecule localization","11/52","32/216",0.107281698864696,0.647975416743845,NA,"F7BH02/F6Z2L5/Q2Z1P9/A0A3Q2I3K2/F6VBP9/F6RM73/P0DN28/A0A5F5PQA2/F6VJG5/A0A3Q2HE26/F7A1W7",11
"GO:0044257","GO:0044257","cellular protein catabolic process","7/52","18/216",0.108951596627061,0.647975416743845,NA,"A0A5F5Q2W2/F7ANR3/Q8MKD1/F6VBP9/F6Z688/F7BRA4/F6Z8V2",7
"GO:0044265","GO:0044265","cellular macromolecule catabolic process","7/52","18/216",0.108951596627061,0.647975416743845,NA,"A0A5F5Q2W2/F7ANR3/Q8MKD1/F6VBP9/F6Z688/F7BRA4/F6Z8V2",7
"GO:0044281","GO:0044281","small molecule metabolic process","7/52","18/216",0.108951596627061,0.647975416743845,NA,"F6ULM3/F6Z2L5/Q2Z1P9/F6VBP9/F6RM73/F7B435/P49066",7
"GO:0005829","GO:0005829","cytosol","8/52","22/216",0.124767886141785,0.647975416743845,NA,"Q9GKX7/F7BH02/F6ULM3/A0A3Q2LFC7/A0A3Q2I3W5/A0A3Q2I3K2/F6Z688/P02062",8
"GO:0006996","GO:0006996","organelle organization","8/52","22/216",0.124767886141785,0.647975416743845,NA,"F7BH02/F6Z2L5/F6WFI8/F6VFV9/A0A3Q2I3K2/A0A3Q2HE26/F6SHJ8/F6Q666",8
"GO:0031323","GO:0031323","regulation of cellular metabolic process","14/52","44/216",0.12630542214243,0.647975416743845,NA,"Q9GKX7/F7BH02/P38029/F6Z2L5/Q2Z1P9/A0A3Q2I3W5/F6VBP9/F6RM73/P0DN28/F7BKE1/F7B435/F7BRA4/A0A3Q2LG05/F7A1W7",14
"GO:0080090","GO:0080090","regulation of primary metabolic process","14/52","44/216",0.12630542214243,0.647975416743845,NA,"F7BH02/P38029/F6Z2L5/F7ANR3/Q2Z1P9/A0A3Q2I3W5/F6VBP9/F6RM73/P0DN28/F7BKE1/F7BRA4/A0A3Q2LG05/F7A1W7/F6Z8V2",14
"GO:0051346","GO:0051346","negative regulation of hydrolase activity","5/52","12/216",0.132850651162508,0.647975416743845,NA,"P38029/F6Z2L5/F6RM73/P0DN28/F7BKE1",5
"GO:0097435","GO:0097435","supramolecular fiber organization","5/52","12/216",0.132850651162508,0.647975416743845,NA,"F7BH02/F6Z2L5/A0A3Q2I3K2/F6VBP9/F6SHJ8",5
"GO:1905368","GO:1905368","peptidase complex","5/52","12/216",0.132850651162508,0.647975416743845,NA,"A0A5F5Q2W2/F7ANR3/F6Z688/F7BRA4/F6Z8V2",5
"GO:1905369","GO:1905369","endopeptidase complex","5/52","12/216",0.132850651162508,0.647975416743845,NA,"A0A5F5Q2W2/F7ANR3/F6Z688/F7BRA4/F6Z8V2",5
"GO:0044267","GO:0044267","cellular protein metabolic process","16/52","52/216",0.134148432272875,0.647975416743845,NA,"F7BH02/A0A5F5PYS7/P38029/F6Z2L5/A0A5F5Q2W2/F7ANR3/Q8MKD1/A0A3Q2I3W5/F6VBP9/F6RM73/F6Z688/F7BKE1/F7BRA4/A0A3Q2LG05/F6SHJ8/F6Z8V2",16
"GO:0006139","GO:0006139","nucleobase-containing compound metabolic process","7/52","19/216",0.140289979851873,0.647975416743845,NA,"F7BH02/F6ULM3/Q2Z1P9/F6VFV9/F6VBP9/F7B435/F7BRA4",7
"GO:0006629","GO:0006629","lipid metabolic process","7/52","19/216",0.140289979851873,0.647975416743845,NA,"F6Z2L5/F6VBP9/F6RM73/P0DN28/A0A3Q2LG05/F7A1W7/P49066",7
"GO:0043227","GO:0043227","membrane-bounded organelle","19/52","64/216",0.140869154987824,0.647975416743845,NA,"Q9GKX7/F7BH02/F6Z2L5/A0A5F5Q2W2/F7ANR3/Q8MKD1/F6WFI8/F6VFV9/A0A3Q2I3W5/F6VBP9/P60708/F6Z688/F6X200/A0A3Q2LQH7/F7B435/F7BRA4/A0A3Q2LG05/A0A3Q2HE26/F6Z8V2",19
"GO:0007017","GO:0007017","microtubule-based process","4/52","9/216",0.144317439279436,0.647975416743845,NA,"F7BH02/F6R810/A0A3Q2HE26/F6Q666",4
"GO:0030182","GO:0030182","neuron differentiation","4/52","9/216",0.144317439279436,0.647975416743845,NA,"F7BH02/F6VBP9/P60708/F6ZIA3",4
"GO:0030855","GO:0030855","epithelial cell differentiation","4/52","9/216",0.144317439279436,0.647975416743845,NA,"A0A3Q2I3K2/F6WDW3/F6SHJ8/F6ZIA3",4
"GO:0031175","GO:0031175","neuron projection development","4/52","9/216",0.144317439279436,0.647975416743845,NA,"F7BH02/F6VBP9/P60708/F6ZIA3",4
"GO:0045834","GO:0045834","positive regulation of lipid metabolic process","4/52","9/216",0.144317439279436,0.647975416743845,NA,"F6Z2L5/F6VBP9/F6RM73/F7A1W7",4
"GO:0048666","GO:0048666","neuron development","4/52","9/216",0.144317439279436,0.647975416743845,NA,"F7BH02/F6VBP9/P60708/F6ZIA3",4
"GO:0048699","GO:0048699","generation of neurons","4/52","9/216",0.144317439279436,0.647975416743845,NA,"F7BH02/F6VBP9/P60708/F6ZIA3",4
"GO:0051668","GO:0051668","localization within membrane","4/52","9/216",0.144317439279436,0.647975416743845,NA,"F7BH02/Q2Z1P9/F6VBP9/F6VJG5",4
"GO:0072657","GO:0072657","protein localization to membrane","4/52","9/216",0.144317439279436,0.647975416743845,NA,"F7BH02/Q2Z1P9/F6VBP9/F6VJG5",4
"GO:0000932","GO:0000932","P-body","2/52","3/216",0.144632809292666,0.647975416743845,NA,"F6Z688/F7BRA4",2
"GO:0001664","GO:0001664","G protein-coupled receptor binding","2/52","3/216",0.144632809292666,0.647975416743845,NA,"F7BH02/F7B435",2
"GO:0005496","GO:0005496","steroid binding","2/52","3/216",0.144632809292666,0.647975416743845,NA,"F6Z2L5/F6RM73",2
"GO:0005694","GO:0005694","chromosome","2/52","3/216",0.144632809292666,0.647975416743845,NA,"F6WFI8/F6VFV9",2
"GO:0005929","GO:0005929","cilium","2/52","3/216",0.144632809292666,0.647975416743845,NA,"A0A3Q2LQH7/A0A3Q2HE26",2
"GO:0006509","GO:0006509","membrane protein ectodomain proteolysis","2/52","3/216",0.144632809292666,0.647975416743845,NA,"F6VBP9/A0A3Q2LG05",2
"GO:0006695","GO:0006695","cholesterol biosynthetic process","2/52","3/216",0.144632809292666,0.647975416743845,NA,"F6Z2L5/F6VBP9",2
"GO:0007156","GO:0007156","homophilic cell adhesion via plasma membrane adhesion molecules","2/52","3/216",0.144632809292666,0.647975416743845,NA,"F6X200/F6ZIA3",2
"GO:0007219","GO:0007219","Notch signaling pathway","2/52","3/216",0.144632809292666,0.647975416743845,NA,"F6X200/F6ZIA3",2
"GO:0007265","GO:0007265","Ras protein signal transduction","2/52","3/216",0.144632809292666,0.647975416743845,NA,"F6Z2L5/F6VBP9",2
"GO:0007266","GO:0007266","Rho protein signal transduction","2/52","3/216",0.144632809292666,0.647975416743845,NA,"F6Z2L5/F6VBP9",2
"GO:0007420","GO:0007420","brain development","2/52","3/216",0.144632809292666,0.647975416743845,NA,"A0A5F5PZX4/F6ZIA3",2
"GO:0007586","GO:0007586","digestion","2/52","3/216",0.144632809292666,0.647975416743845,NA,"F6Z2L5/F6RM73",2
"GO:0008544","GO:0008544","epidermis development","2/52","3/216",0.144632809292666,0.647975416743845,NA,"F6WDW3/F6SHJ8",2
"GO:0009395","GO:0009395","phospholipid catabolic process","2/52","3/216",0.144632809292666,0.647975416743845,NA,"F6RM73/F7A1W7",2
"GO:0010896","GO:0010896","regulation of triglyceride catabolic process","2/52","3/216",0.144632809292666,0.647975416743845,NA,"F6Z2L5/P0DN28",2
"GO:0010976","GO:0010976","positive regulation of neuron projection development","2/52","3/216",0.144632809292666,0.647975416743845,NA,"F7BH02/F6VBP9",2
"GO:0016126","GO:0016126","sterol biosynthetic process","2/52","3/216",0.144632809292666,0.647975416743845,NA,"F6Z2L5/F6VBP9",2
"GO:0022600","GO:0022600","digestive system process","2/52","3/216",0.144632809292666,0.647975416743845,NA,"F6Z2L5/F6RM73",2
"GO:0030016","GO:0030016","myofibril","2/52","3/216",0.144632809292666,0.647975416743845,NA,"F7BH02/Q2Z1P9",2
"GO:0030299","GO:0030299","intestinal cholesterol absorption","2/52","3/216",0.144632809292666,0.647975416743845,NA,"F6Z2L5/F6RM73",2
"GO:0030300","GO:0030300","regulation of intestinal cholesterol absorption","2/52","3/216",0.144632809292666,0.647975416743845,NA,"F6Z2L5/F6RM73",2
"GO:0030424","GO:0030424","axon","2/52","3/216",0.144632809292666,0.647975416743845,NA,"F7BH02/P60708",2
"GO:0030492","GO:0030492","hemoglobin binding","2/52","3/216",0.144632809292666,0.647975416743845,NA,"Q2Z1P9/P02062",2
"GO:0031072","GO:0031072","heat shock protein binding","2/52","3/216",0.144632809292666,0.647975416743845,NA,"F6Z2L5/F6RM73",2
"GO:0031345","GO:0031345","negative regulation of cell projection organization","2/52","3/216",0.144632809292666,0.647975416743845,NA,"F7BH02/F6VBP9",2
"GO:0031984","GO:0031984","organelle subcompartment","2/52","3/216",0.144632809292666,0.647975416743845,NA,"F7BH02/F7B435",2
"GO:0032231","GO:0032231","regulation of actin filament bundle assembly","2/52","3/216",0.144632809292666,0.647975416743845,NA,"F7BH02/F6Z2L5",2
"GO:0032370","GO:0032370","positive regulation of lipid transport","2/52","3/216",0.144632809292666,0.647975416743845,NA,"F6Z2L5/F6VBP9",2
"GO:0032371","GO:0032371","regulation of sterol transport","2/52","3/216",0.144632809292666,0.647975416743845,NA,"F6Z2L5/F6RM73",2
"GO:0032374","GO:0032374","regulation of cholesterol transport","2/52","3/216",0.144632809292666,0.647975416743845,NA,"F6Z2L5/F6RM73",2
"GO:0033218","GO:0033218","amide binding","2/52","3/216",0.144632809292666,0.647975416743845,NA,"F6Z2L5/F6VBP9",2
"GO:0033619","GO:0033619","membrane protein proteolysis","2/52","3/216",0.144632809292666,0.647975416743845,NA,"F6VBP9/A0A3Q2LG05",2
"GO:0035770","GO:0035770","ribonucleoprotein granule","2/52","3/216",0.144632809292666,0.647975416743845,NA,"F6Z688/F7BRA4",2
"GO:0036464","GO:0036464","cytoplasmic ribonucleoprotein granule","2/52","3/216",0.144632809292666,0.647975416743845,NA,"F6Z688/F7BRA4",2
"GO:0042158","GO:0042158","lipoprotein biosynthetic process","2/52","3/216",0.144632809292666,0.647975416743845,NA,"F6Z2L5/F6VBP9",2
"GO:0042277","GO:0042277","peptide binding","2/52","3/216",0.144632809292666,0.647975416743845,NA,"F6Z2L5/F6VBP9",2
"GO:0043292","GO:0043292","contractile fiber","2/52","3/216",0.144632809292666,0.647975416743845,NA,"F7BH02/Q2Z1P9",2
"GO:0044058","GO:0044058","regulation of digestive system process","2/52","3/216",0.144632809292666,0.647975416743845,NA,"F6Z2L5/F6RM73",2
"GO:0044241","GO:0044241","lipid digestion","2/52","3/216",0.144632809292666,0.647975416743845,NA,"F6Z2L5/F6RM73",2
"GO:0044782","GO:0044782","cilium organization","2/52","3/216",0.144632809292666,0.647975416743845,NA,"F7BH02/A0A3Q2HE26",2
"GO:0045934","GO:0045934","negative regulation of nucleobase-containing compound metabolic process","2/52","3/216",0.144632809292666,0.647975416743845,NA,"F7BH02/Q2Z1P9",2
"GO:0050892","GO:0050892","intestinal absorption","2/52","3/216",0.144632809292666,0.647975416743845,NA,"F6Z2L5/F6RM73",2
"GO:0051017","GO:0051017","actin filament bundle assembly","2/52","3/216",0.144632809292666,0.647975416743845,NA,"F7BH02/F6Z2L5",2
"GO:0051056","GO:0051056","regulation of small GTPase mediated signal transduction","2/52","3/216",0.144632809292666,0.647975416743845,NA,"F6Z2L5/F6VBP9",2
"GO:0051225","GO:0051225","spindle assembly","2/52","3/216",0.144632809292666,0.647975416743845,NA,"F7BH02/F6Q666",2
"GO:0051276","GO:0051276","chromosome organization","2/52","3/216",0.144632809292666,0.647975416743845,NA,"F6WFI8/F6VFV9",2
"GO:0060271","GO:0060271","cilium assembly","2/52","3/216",0.144632809292666,0.647975416743845,NA,"F7BH02/A0A3Q2HE26",2
"GO:0061572","GO:0061572","actin filament bundle organization","2/52","3/216",0.144632809292666,0.647975416743845,NA,"F7BH02/F6Z2L5",2
"GO:0098856","GO:0098856","intestinal lipid absorption","2/52","3/216",0.144632809292666,0.647975416743845,NA,"F6Z2L5/F6RM73",2
"GO:1900026","GO:1900026","positive regulation of substrate adhesion-dependent cell spreading","2/52","3/216",0.144632809292666,0.647975416743845,NA,"F7BH02/F6Z2L5",2
"GO:1902653","GO:1902653","secondary alcohol biosynthetic process","2/52","3/216",0.144632809292666,0.647975416743845,NA,"F6Z2L5/F6VBP9",2
"GO:1904478","GO:1904478","regulation of intestinal absorption","2/52","3/216",0.144632809292666,0.647975416743845,NA,"F6Z2L5/F6RM73",2
"GO:1904729","GO:1904729","regulation of intestinal lipid absorption","2/52","3/216",0.144632809292666,0.647975416743845,NA,"F6Z2L5/F6RM73",2
"GO:0048513","GO:0048513","animal organ development","10/52","30/216",0.147518791736271,0.647975416743845,NA,"F7BH02/A0A5F5PYS7/F6Z2L5/Q2Z1P9/F7BKE1/A0A5F5PZX4/A0A3Q2LQH7/F6SHJ8/F6ZIA3/P49066",10
"GO:0005319","GO:0005319","lipid transporter activity","3/52","6/216",0.152197556255347,0.647975416743845,NA,"F6Z2L5/F6VBP9/F6RM73",3
"GO:0006163","GO:0006163","purine nucleotide metabolic process","3/52","6/216",0.152197556255347,0.647975416743845,NA,"F6ULM3/Q2Z1P9/F7B435",3
"GO:0006641","GO:0006641","triglyceride metabolic process","3/52","6/216",0.152197556255347,0.647975416743845,NA,"F6Z2L5/F6VBP9/P0DN28",3
"GO:0006753","GO:0006753","nucleoside phosphate metabolic process","3/52","6/216",0.152197556255347,0.647975416743845,NA,"F6ULM3/Q2Z1P9/F7B435",3
"GO:0007417","GO:0007417","central nervous system development","3/52","6/216",0.152197556255347,0.647975416743845,NA,"F6V881/A0A5F5PZX4/F6ZIA3",3
"GO:0008203","GO:0008203","cholesterol metabolic process","3/52","6/216",0.152197556255347,0.647975416743845,NA,"F6Z2L5/F6VBP9/F6RM73",3
"GO:0008610","GO:0008610","lipid biosynthetic process","3/52","6/216",0.152197556255347,0.647975416743845,NA,"F6Z2L5/F6VBP9/F6RM73",3
"GO:0009117","GO:0009117","nucleotide metabolic process","3/52","6/216",0.152197556255347,0.647975416743845,NA,"F6ULM3/Q2Z1P9/F7B435",3
"GO:0009150","GO:0009150","purine ribonucleotide metabolic process","3/52","6/216",0.152197556255347,0.647975416743845,NA,"F6ULM3/Q2Z1P9/F7B435",3
"GO:0009259","GO:0009259","ribonucleotide metabolic process","3/52","6/216",0.152197556255347,0.647975416743845,NA,"F6ULM3/Q2Z1P9/F7B435",3
"GO:0015850","GO:0015850","organic hydroxy compound transport","3/52","6/216",0.152197556255347,0.647975416743845,NA,"F6Z2L5/F6VBP9/F6RM73",3
"GO:0016125","GO:0016125","sterol metabolic process","3/52","6/216",0.152197556255347,0.647975416743845,NA,"F6Z2L5/F6VBP9/F6RM73",3
"GO:0019693","GO:0019693","ribose phosphate metabolic process","3/52","6/216",0.152197556255347,0.647975416743845,NA,"F6ULM3/Q2Z1P9/F7B435",3
"GO:0031348","GO:0031348","negative regulation of defense response","3/52","6/216",0.152197556255347,0.647975416743845,NA,"A0A5F5PYS7/F6Z2L5/F6VBP9",3
"GO:0032368","GO:0032368","regulation of lipid transport","3/52","6/216",0.152197556255347,0.647975416743845,NA,"F6Z2L5/F6VBP9/F6RM73",3
"GO:0042176","GO:0042176","regulation of protein catabolic process","3/52","6/216",0.152197556255347,0.647975416743845,NA,"F7BH02/F6VBP9/A0A3Q2LG05",3
"GO:0043534","GO:0043534","blood vessel endothelial cell migration","3/52","6/216",0.152197556255347,0.647975416743845,NA,"F6Z2L5/F6VBP9/A0A3Q2LG05",3
"GO:0045940","GO:0045940","positive regulation of steroid metabolic process","3/52","6/216",0.152197556255347,0.647975416743845,NA,"F6Z2L5/F6VBP9/F6RM73",3
"GO:0046503","GO:0046503","glycerolipid catabolic process","3/52","6/216",0.152197556255347,0.647975416743845,NA,"F6Z2L5/F6RM73/P0DN28",3
"GO:0055086","GO:0055086","nucleobase-containing small molecule metabolic process","3/52","6/216",0.152197556255347,0.647975416743845,NA,"F6ULM3/Q2Z1P9/F7B435",3
"GO:0070925","GO:0070925","organelle assembly","3/52","6/216",0.152197556255347,0.647975416743845,NA,"F7BH02/A0A3Q2HE26/F6Q666",3
"GO:0072521","GO:0072521","purine-containing compound metabolic process","3/52","6/216",0.152197556255347,0.647975416743845,NA,"F6ULM3/Q2Z1P9/F7B435",3
"GO:1902652","GO:1902652","secondary alcohol metabolic process","3/52","6/216",0.152197556255347,0.647975416743845,NA,"F6Z2L5/F6VBP9/F6RM73",3
"GO:1902903","GO:1902903","regulation of supramolecular fiber organization","3/52","6/216",0.152197556255347,0.647975416743845,NA,"F7BH02/F6Z2L5/F6VBP9",3
"GO:0022607","GO:0022607","cellular component assembly","11/52","34/216",0.155735261194553,0.658125677862907,NA,"F7BH02/A0A5F5PYS7/F6ULM3/F6Z2L5/F6WFI8/F6VFV9/F6VBP9/F6RM73/F6X200/A0A3Q2HE26/F6Q666",11
"GO:0044085","GO:0044085","cellular component biogenesis","11/52","34/216",0.155735261194553,0.658125677862907,NA,"F7BH02/A0A5F5PYS7/F6ULM3/F6Z2L5/F6WFI8/F6VFV9/F6VBP9/F6RM73/F6X200/A0A3Q2HE26/F6Q666",11
"GO:0051171","GO:0051171","regulation of nitrogen compound metabolic process","12/52","38/216",0.162408732580661,0.683794700644037,NA,"Q9GKX7/F7BH02/P38029/F6Z2L5/F7ANR3/Q2Z1P9/A0A3Q2I3W5/F6VBP9/F7BKE1/F7BRA4/A0A3Q2LG05/F6Z8V2",12
"GO:0046483","GO:0046483","heterocycle metabolic process","7/52","20/216",0.175629788814489,0.708008667722788,NA,"F7BH02/F6ULM3/Q2Z1P9/F6VFV9/F6VBP9/F7B435/F7BRA4",7
"GO:0010498","GO:0010498","proteasomal protein catabolic process","5/52","13/216",0.176914031949646,0.708008667722788,NA,"F7ANR3/F6VBP9/F6Z688/F7BRA4/F6Z8V2",5
"GO:0019941","GO:0019941","modification-dependent protein catabolic process","5/52","13/216",0.176914031949646,0.708008667722788,NA,"A0A5F5Q2W2/F7ANR3/Q8MKD1/F6Z688/F7BRA4",5
